numero;Year_Birth;Education;Marital_Status;Income;Kidhome;Teenhome;Dt_Customer;Recency;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;AcceptedCmp1;AcceptedCmp2;Complain;Z_CostContact;Z_Revenue;Response;user_id
2308;1950;Graduation;Widow;46734.0;2;1;18-11-12;40;110;5;137;26;23;29;2;6;1;5;7;0;0;0;0;0;0;3;11;0;1112
5995;1990;Master;Divorced;39552.0;1;1;18-12-12;54;165;3;147;4;24;41;7;6;2;5;8;0;0;0;0;0;0;3;11;1;1113
6749;1960;Basic;Single;86358.0;2;2;08-08-12;78;957;47;494;82;47;95;4;5;3;6;8;0;0;0;0;0;0;3;11;0;1114
1010;1980;Master;Married;46931.0;2;2;24-04-14;94;41;0;17;3;1;16;2;1;1;3;3;0;0;0;0;0;0;3;11;0;1115
8977;1950;2nCycle;Married;16581.0;2;0;12-01-13;51;1;3;4;2;3;11;1;0;0;3;4;0;0;0;0;0;0;3;11;0;1116
4756;1960;PhD;Married;63998.0;1;0;20-12-13;42;176;29;818;0;33;112;1;7;6;11;4;0;0;0;0;0;0;3;11;1;1117
3412;1990;Master;Together;67381.0;2;0;15-01-13;67;815;8;53;11;0;70;4;2;2;9;7;0;1;0;0;0;0;3;11;0;1118
606;1950;Graduation;Together;25930.0;2;1;10-10-13;87;6;1;2;2;0;4;1;1;0;2;7;0;0;0;0;0;0;3;11;0;1119
5961;1940;Graduation;Single;42693.0;1;1;07-06-14;29;8;4;20;6;3;16;1;1;0;3;5;0;0;0;0;0;0;3;11;0;1120
2975;1950;PhD;Divorced;85606.0;1;2;12-11-12;89;717;42;864;219;30;84;2;6;7;9;3;0;0;0;1;0;0;3;11;0;1121
2894;1980;Graduation;Together;72903.0;0;0;29-10-13;74;1067;138;750;0;19;39;1;7;5;8;4;0;1;1;1;0;0;3;11;1;1122
7613;1990;2nCycle;Married;49669.0;0;1;24-05-14;97;166;5;107;11;8;29;2;5;1;6;6;0;0;0;0;0;0;3;11;0;1123
10542;1950;2nCycle;Together;36778.0;1;0;05-08-12;63;29;4;34;2;4;4;3;3;0;3;9;0;0;0;0;0;0;3;11;0;1124
8015;1940;2nCycle;Together;85696.0;0;1;03-05-13;88;714;76;395;116;0;12;1;4;6;9;1;0;0;0;0;0;0;3;11;1;1125
10617;1970;Master;Married;10979.0;2;0;22-05-14;34;8;4;10;2;2;4;2;3;0;3;5;0;0;0;0;0;0;3;11;0;1126
11166;1950;Master;Together;49678.0;0;0;02-02-13;81;229;5;56;3;2;20;2;6;2;4;7;0;0;0;0;0;0;3;11;0;1127
849;1990;Graduation;Divorced;56129.0;1;1;20-06-13;65;320;48;133;39;72;48;4;6;2;10;4;0;0;0;0;0;0;3;11;0;1128
523;1940;2nCycle;Single;37155.0;2;1;31-01-13;51;23;0;26;7;15;3;1;2;0;4;5;0;0;0;0;0;0;3;11;0;1129
4066;1950;Basic;Married;21282.0;0;0;11-05-14;76;1;5;8;4;8;20;2;2;1;2;6;0;0;0;0;0;0;3;11;0;1130
8414;1950;PhD;Single;33419.0;1;0;17-08-13;76;56;0;12;0;0;18;2;2;0;4;7;0;0;0;0;0;0;3;11;0;1131
819;1950;Basic;Together;63285.0;2;1;05-11-13;84;508;124;249;50;38;134;1;6;5;13;3;0;0;0;0;0;0;3;11;0;1132
4961;1950;Basic;Single;21255.0;2;2;21-01-14;56;29;0;25;2;2;3;4;2;1;4;4;0;0;0;0;0;0;3;11;0;1133
749;1950;PhD;Married;42162.0;1;2;19-11-13;31;46;7;59;2;4;27;2;3;1;3;6;1;0;0;0;0;0;3;11;1;1134
5430;1950;Graduation;Together;54450.0;2;2;14-09-12;0;454;0;171;8;19;32;12;9;2;8;8;0;0;0;0;0;0;3;11;0;1135
7755;1990;Basic;Widow;57744.0;0;2;12-11-13;91;350;3;39;0;0;19;2;9;1;4;8;0;0;0;0;0;0;3;11;0;1136
10525;1970;Graduation;Widow;26576.0;2;0;13-10-12;40;10;0;8;0;0;9;1;1;0;2;9;1;0;0;0;0;0;3;11;1;1137
1453;1940;Master;Together;57513.0;1;2;06-07-13;59;735;40;183;52;20;30;2;9;3;13;6;0;0;0;0;0;0;3;11;0;1138
8310;1980;PhD;Divorced;68142.0;2;1;29-08-12;96;897;126;196;91;112;37;3;10;4;7;6;0;0;0;0;0;0;3;11;0;1139
10710;1950;2nCycle;Married;7500.0;0;0;29-08-12;61;5;2;3;3;0;5;1;1;0;2;8;0;0;0;0;0;0;3;11;0;1140
5031;1940;PhD;Divorced;83145.0;2;2;22-09-12;14;777;35;731;39;137;114;1;5;9;11;2;0;0;1;0;0;0;3;11;1;1141
2613;1960;Basic;Married;54197.0;0;2;03-04-14;16;162;6;37;6;13;13;2;1;3;6;1;0;0;0;0;0;0;3;11;0;1142
213;1950;Basic;Single;23091.0;0;2;28-05-14;98;35;0;11;0;0;2;4;2;1;3;7;0;0;0;0;0;0;3;11;0;1143
967;1990;PhD;Together;46049.0;0;1;21-07-13;11;342;9;112;19;14;19;10;5;2;9;7;0;0;0;0;0;0;3;11;1;1144
1077;1980;Basic;Single;56715.0;0;0;05-12-12;52;258;105;239;237;172;9;1;7;3;4;4;0;0;0;0;0;0;3;11;0;1145
7959;1960;2nCycle;Single;79410.0;0;1;29-05-14;19;658;80;483;123;13;13;1;3;2;5;1;0;0;0;0;0;0;3;11;0;1146
640;1960;PhD;Widow;57304.0;2;2;11-03-13;61;356;80;329;138;17;106;2;7;6;10;5;0;0;0;0;0;0;3;11;0;1147
4252;1940;2nCycle;Married;44375.0;2;1;23-03-14;73;213;5;28;7;7;41;1;4;1;6;5;0;0;0;0;0;0;3;11;0;1148
8432;1960;Basic;Divorced;54450.0;2;2;14-09-12;0;454;0;171;8;19;32;12;9;2;8;8;0;0;0;0;0;0;3;11;0;1149
6218;1980;PhD;Widow;59594.0;0;1;20-10-12;74;457;4;29;0;0;9;1;8;1;7;7;0;1;0;0;0;0;3;11;0;1150
6905;1940;2nCycle;Divorced;80685.0;1;1;22-08-12;55;241;45;604;34;26;54;1;6;4;10;2;0;0;0;0;0;0;3;11;0;1151
5922;1960;Basic;Together;40344.0;2;2;13-10-13;48;210;0;6;0;0;2;2;4;1;5;7;0;0;0;0;0;0;3;11;0;1152
3598;1940;PhD;Widow;62710.0;1;0;23-05-13;53;441;35;83;7;29;11;4;4;2;12;4;0;0;0;0;0;0;3;11;0;1153
6116;1990;Basic;Single;48985.0;2;0;05-07-13;13;19;13;18;10;7;8;1;1;1;3;3;0;0;0;0;0;0;3;11;0;1154
6263;1950;PhD;Widow;35322.0;1;1;22-08-12;34;28;9;37;12;7;13;3;2;0;4;8;0;0;0;0;0;0;3;11;0;1155
10486;1950;PhD;Divorced;77142.0;2;1;29-05-13;54;476;75;162;29;151;97;1;4;4;8;2;0;0;0;0;0;0;3;11;0;1156
2410;1970;Graduation;Married;81657.0;1;1;22-01-14;69;364;40;425;158;60;50;1;3;4;8;1;0;0;0;0;0;0;3;11;0;1157
193;1950;PhD;Together;14421.0;0;0;17-02-14;81;0;0;2;3;3;8;1;1;0;2;5;1;0;0;0;0;0;3;11;0;1158
3363;1980;Basic;Widow;20130.0;1;0;17-03-14;99;0;6;3;7;6;12;1;1;0;3;8;0;0;0;0;0;0;3;11;0;1159
8278;1940;Basic;Widow;74214.0;2;1;26-08-12;3;863;83;547;86;99;33;1;8;2;5;5;0;0;0;0;0;0;3;11;0;1160
10660;1980;Basic;Married;66726.0;2;0;12-01-14;61;349;7;35;0;0;47;3;8;2;4;7;0;1;0;0;0;0;3;11;0;1161
8686;1980;PhD;Together;23724.0;1;0;08-01-13;65;5;23;15;0;18;14;2;2;0;3;8;0;0;0;0;0;0;3;11;0;1162
1604;1940;Basic;Widow;47353.0;0;1;13-11-13;93;184;2;19;8;8;4;3;2;2;6;5;0;0;0;0;0;0;3;11;0;1163
5907;1970;Graduation;Widow;33444.0;0;1;03-11-12;24;8;0;8;0;0;2;1;1;0;2;8;0;0;0;0;0;0;3;11;0;1164
10669;1970;Graduation;Widow;54386.0;0;1;17-05-13;8;277;21;64;62;21;25;2;3;2;10;3;0;0;0;0;0;0;3;11;0;1165
2918;1980;Master;Together;28510.0;1;1;13-04-13;72;44;5;19;0;4;19;3;2;0;4;5;0;0;0;0;0;0;3;11;0;1166
5735;1980;PhD;Widow;90638.0;0;2;13-02-14;29;1156;120;915;94;144;96;1;3;4;10;1;0;0;1;0;0;0;3;11;0;1167
359;1980;Master;Married;48070.0;1;0;13-01-13;33;373;14;83;6;9;19;3;8;2;6;7;0;0;0;0;0;1;3;11;0;1168
8387;1980;Master;Widow;43140.0;1;2;05-01-13;68;134;8;76;6;0;11;1;4;1;5;6;0;0;0;0;0;0;3;11;0;1169
1829;1980;Graduation;Single;54959.0;0;0;19-01-13;55;1148;0;60;0;0;24;3;9;5;4;7;0;1;0;0;0;0;3;11;1;1170
3839;1990;2nCycle;Divorced;15056.0;2;2;03-05-13;76;6;12;3;21;6;40;5;2;2;3;5;0;0;0;0;0;0;3;11;0;1171
9392;1980;Graduation;Together;26954.0;1;2;08-05-14;17;4;1;11;0;0;1;1;1;0;2;7;0;0;0;0;0;0;3;11;0;1172
2292;1950;2nCycle;Together;22327.0;1;1;02-08-13;94;5;4;8;2;0;5;1;1;0;3;5;0;0;0;0;0;0;3;11;0;1173
10466;1970;Basic;Married;44393.0;0;1;22-08-13;86;24;2;20;2;2;10;2;1;0;4;4;0;0;0;0;0;0;3;11;0;1174
9855;1990;2nCycle;Widow;62000.0;0;2;25-08-13;25;899;0;101;0;0;20;1;6;6;13;4;0;0;0;1;0;0;3;11;0;1175
4088;1990;PhD;Single;31497.0;1;1;06-12-12;22;108;1;28;13;1;4;2;3;1;4;8;0;0;0;0;0;0;3;11;0;1176
5231;1980;Master;Divorced;45894.0;0;1;27-02-14;15;27;2;7;0;2;13;1;1;0;3;5;0;0;0;0;0;0;3;11;0;1177
590;1990;Graduation;Married;78579.0;2;0;22-12-12;35;816;66;549;216;66;99;1;5;6;4;3;0;0;0;0;0;0;3;11;1;1178
8732;1960;PhD;Divorced;67369.0;2;2;17-11-12;81;1298;0;70;37;14;42;4;7;4;10;4;0;1;1;0;0;0;3;11;1;1179
2315;1960;Master;Single;58401.0;2;0;20-04-14;55;10;0;11;17;29;29;1;1;2;2;4;0;0;0;0;0;0;3;11;0;1180
3515;1980;2nCycle;Single;62307.0;2;1;17-02-14;94;87;13;34;10;6;10;1;4;0;4;5;0;0;0;0;0;0;3;11;0;1181
2245;1980;PhD;Divorced;43641.0;0;1;22-04-13;50;57;2;51;4;2;23;3;2;1;4;6;0;0;0;0;0;0;3;11;0;1182
6283;1980;Graduation;Together;63841.0;1;1;21-04-13;64;635;15;100;20;7;131;1;9;3;9;6;0;0;0;0;0;0;3;11;0;1183
2246;1940;Basic;Divorced;46891.0;0;1;01-09-13;91;43;12;23;29;15;61;1;2;1;4;4;0;0;0;0;0;0;3;11;0;1184
6606;1950;Graduation;Single;70091.0;0;1;31-03-13;11;964;34;137;15;0;11;2;5;2;10;8;0;1;0;0;0;0;3;11;0;1185
5545;1950;2nCycle;Married;78075.0;1;2;05-04-14;72;572;8;259;34;35;80;1;3;5;5;1;0;0;0;0;0;0;3;11;0;1186
7342;1980;PhD;Together;59184.0;1;2;09-09-12;6;341;142;113;259;151;66;3;6;6;12;5;0;0;0;0;0;0;3;11;0;1187
837;1940;PhD;Together;54809.0;2;1;11-09-13;0;63;6;57;13;13;22;4;2;1;5;4;0;0;0;0;0;0;3;11;0;1188
9500;1990;PhD;Single;58113.0;0;2;25-01-13;66;221;104;169;102;78;84;3;9;2;8;7;0;0;0;0;0;1;3;11;0;1189
3602;1970;Graduation;Together;51412.0;2;0;31-12-13;42;140;3;29;4;5;14;2;3;2;4;4;0;0;0;0;0;0;3;11;0;1190
234;1950;Master;Divorced;15287.0;0;1;10-10-12;60;1;2;8;4;3;13;2;1;1;2;7;1;0;0;0;0;0;3;11;1;1191
2995;1990;2nCycle;Together;66636.0;1;0;17-08-13;64;291;10;689;84;10;0;1;3;4;9;1;0;0;0;0;0;0;3;11;0;1192
1118;1970;PhD;Single;50965.0;1;1;20-02-13;87;544;13;85;8;6;29;3;10;4;5;8;1;0;0;0;0;0;3;11;0;1193
7789;1940;PhD;Single;84618.0;1;1;22-11-13;96;684;100;801;21;66;0;1;6;9;10;2;0;0;1;0;0;0;3;11;0;1194
3068;1940;2nCycle;Widow;18351.0;1;2;29-10-13;1;1;12;9;0;14;7;1;2;0;3;7;0;0;0;0;0;0;3;11;0;1195
8955;1990;2nCycle;Divorced;40451.0;1;0;16-02-14;54;35;0;4;0;0;10;1;1;1;2;5;1;0;0;0;0;0;3;11;0;1196
945;1990;PhD;Divorced;36317.0;2;0;22-05-13;53;87;3;25;3;2;13;2;3;0;4;7;0;0;0;0;0;0;3;11;0;1197
5644;1990;Master;Married;42213.0;2;0;12-10-13;96;309;3;24;4;3;20;2;5;1;7;7;0;1;0;0;0;0;3;11;0;1198
7192;1980;Graduation;Married;65748.0;1;2;15-04-13;58;172;73;93;95;78;34;2;2;4;10;1;0;0;0;0;0;1;3;11;0;1199
2324;1940;PhD;Together;77044.0;1;0;27-10-13;12;625;38;242;50;34;76;2;7;11;11;4;1;0;0;0;0;0;3;11;0;1200
697;1980;2nCycle;Divorced;74918.0;2;1;12-03-13;78;972;59;913;25;19;59;1;5;9;6;3;0;0;1;0;0;0;3;11;0;1201
3439;1960;2nCycle;Single;56721.0;1;2;31-10-12;64;157;6;39;6;13;75;5;4;1;5;6;0;0;0;0;0;0;3;11;0;1202
1506;1980;2nCycle;Divorced;42160.0;2;2;28-06-13;26;48;9;45;3;15;20;4;2;1;4;6;0;0;0;0;0;0;3;11;1;1203
232;1980;2nCycle;Widow;61559.0;1;0;17-07-13;8;279;83;88;32;14;34;1;4;2;10;3;0;0;0;0;0;0;3;11;0;1204
8876;1950;Basic;Divorced;33629.0;1;1;08-08-12;49;132;0;16;0;0;4;5;3;1;4;9;0;0;0;0;0;0;3;11;0;1205
4500;1960;2nCycle;Divorced;68682.0;2;0;06-10-13;56;919;0;505;99;30;45;1;4;9;10;2;0;0;0;0;0;0;3;11;0;1206
9739;1940;Graduation;Divorced;34377.0;1;0;19-01-13;55;62;0;22;3;1;26;2;2;2;2;7;0;0;0;0;0;0;3;11;0;1207
10395;1960;PhD;Single;8940.0;2;0;22-08-12;25;1;45;3;4;6;42;3;3;1;3;8;0;0;0;0;0;0;3;11;0;1208
1176;1960;2nCycle;Widow;26228.0;2;1;22-09-13;50;2;6;4;3;1;9;1;1;0;2;8;0;0;0;0;0;0;3;11;0;1209
1627;1970;2nCycle;Together;77297.0;0;1;26-01-13;84;408;61;109;48;122;41;1;5;7;9;4;0;0;0;1;0;0;3;11;0;1210
938;1970;2nCycle;Divorced;40211.0;1;1;30-07-13;30;51;1;7;2;1;25;2;2;1;2;8;1;0;0;0;0;0;3;11;0;1211
2740;1990;Basic;Divorced;33438.0;2;2;22-09-13;81;62;1;16;3;2;6;4;2;1;4;5;0;0;0;0;0;0;3;11;0;1212
257;1950;Master;Widow;75032.0;0;2;28-04-13;74;952;12;180;47;12;12;2;5;4;9;3;0;0;0;0;0;0;3;11;0;1213
4058;1940;Basic;Single;61284.0;0;2;12-10-13;76;618;15;106;20;7;45;1;11;2;8;6;0;1;0;0;0;0;3;11;0;1214
7736;1940;Basic;Together;22518.0;1;1;22-10-12;36;11;7;12;2;2;27;2;2;1;2;5;1;0;0;0;0;0;3;11;1;1215
8210;1990;Basic;Widow;54730.0;0;2;15-08-13;64;318;3;17;4;7;56;5;4;1;8;4;0;0;0;0;0;0;3;11;0;1216
833;1970;PhD;Together;38452.0;1;2;30-03-14;62;56;0;14;0;0;2;3;3;0;3;7;0;0;0;0;0;0;3;11;0;1217
6230;1960;Master;Single;44421.0;2;2;15-02-13;53;110;5;59;7;1;7;5;5;0;4;8;0;0;0;0;0;0;3;11;0;1218
7325;1970;2nCycle;Together;38197.0;0;0;29-06-13;86;23;0;11;2;1;3;1;1;0;3;5;0;0;0;0;0;0;3;11;0;1219
1307;1970;Basic;Widow;41986.0;2;0;09-02-14;15;27;5;8;8;3;12;3;3;0;4;4;0;0;0;0;0;0;3;11;0;1220
1502;1960;Basic;Widow;28427.0;0;1;21-03-13;67;18;3;19;3;3;6;2;2;0;3;8;0;0;0;0;0;0;3;11;0;1221
6211;1970;Basic;Married;37395.0;2;0;02-05-14;47;18;0;9;0;1;11;1;1;0;3;6;0;0;0;0;0;0;3;11;0;1222
843;1980;2nCycle;Single;64722.0;1;1;26-05-14;47;303;0;280;60;147;15;4;8;2;11;6;0;0;0;0;0;0;3;11;0;1223
4174;1970;2nCycle;Together;55249.0;2;1;17-04-14;81;97;1;19;2;0;11;1;2;1;4;3;0;0;0;0;0;0;3;11;0;1224
9757;1990;Master;Divorced;84906.0;2;1;04-10-13;98;997;15;414;99;30;76;1;5;6;12;2;0;1;1;0;1;0;3;11;0;1225
6918;1960;Master;Divorced;28691.0;2;2;04-07-13;56;5;4;13;8;0;4;1;1;0;3;8;0;0;0;0;0;0;3;11;0;1226
286;1950;Graduation;Married;44213.0;1;1;29-11-13;48;95;11;35;0;4;7;4;2;1;5;6;0;0;0;0;0;0;3;11;0;1227
11086;1980;Graduation;Single;25707.0;2;2;18-01-14;18;1;6;2;3;6;3;1;1;0;3;7;0;0;0;0;0;0;3;11;0;1228
1921;1970;Graduation;Married;59062.0;2;0;03-10-13;74;46;1;12;3;0;9;2;2;0;3;4;0;0;0;0;0;0;3;11;0;1229
4138;1950;PhD;Widow;76624.0;1;1;24-05-14;68;411;106;147;54;115;66;1;5;10;7;1;1;0;0;0;0;0;3;11;0;1230
7718;1960;Basic;Widow;66000.0;1;1;20-04-14;36;244;51;270;101;0;45;1;1;3;5;1;0;0;0;0;0;0;3;11;0;1231
1291;1980;Master;Single;27683.0;2;2;04-08-12;90;152;9;121;12;12;45;4;6;2;4;8;0;0;0;0;0;0;3;11;0;1232
6862;1980;Graduation;Together;1730.0;1;1;18-05-14;65;1;1;3;1;1;1;15;0;0;0;20;0;0;0;0;0;0;3;11;0;1233
4136;1950;PhD;Widow;7500.0;2;1;03-12-12;63;10;17;18;8;26;40;4;3;2;2;9;0;0;0;0;0;0;3;11;0;1234
803;1990;Graduation;Single;40521.0;2;0;05-04-13;82;12;0;5;0;0;4;1;0;1;2;5;0;0;0;0;0;0;3;11;0;1235
4298;1960;PhD;Widow;20427.0;0;2;24-03-14;63;5;0;4;0;0;1;1;1;0;2;8;0;0;0;0;0;0;3;11;0;1236
10833;1970;Graduation;Divorced;65106.0;0;0;24-05-14;55;790;19;133;12;0;19;3;8;3;13;6;0;1;0;0;0;0;3;11;0;1237
9606;1950;Basic;Together;69969.0;2;1;27-08-13;64;882;29;514;38;29;44;1;4;2;6;3;0;0;1;1;0;0;3;11;1;1238
8534;1940;Basic;Together;67433.0;1;1;16-07-13;51;615;28;259;12;48;30;4;6;5;13;4;0;1;0;0;0;0;3;11;0;1239
5153;1990;Master;Widow;77766.0;1;0;22-02-13;97;1004;59;265;115;59;27;2;11;10;11;6;1;0;0;0;0;0;3;11;1;1240
961;1960;Graduation;Widow;74716.0;1;1;12-09-13;92;133;27;421;13;195;71;2;7;3;5;4;0;0;0;0;0;0;3;11;0;1241
5011;1980;2nCycle;Divorced;68118.0;2;0;18-10-13;51;595;23;123;10;23;154;2;8;9;4;6;0;0;0;0;0;0;3;11;0;1242
6653;1970;Graduation;Divorced;55158.0;1;2;30-07-12;72;293;0;87;4;11;23;4;7;2;5;7;0;0;0;0;0;0;3;11;1;1243
9094;1960;Graduation;Married;62972.0;1;1;03-08-12;39;313;15;47;20;0;192;2;7;4;3;6;0;0;0;0;0;0;3;11;1;1244
810;1990;Graduation;Together;74190.0;1;0;12-05-14;49;151;81;86;168;91;64;2;4;2;11;2;0;0;0;0;0;0;3;11;0;1245
5493;1980;Graduation;Divorced;39356.0;0;0;19-03-14;21;15;0;2;0;0;6;1;1;0;2;6;1;0;0;0;0;0;3;11;0;1246
2147;1960;Graduation;Together;76653.0;0;2;16-08-13;91;736;63;946;219;189;126;1;4;7;11;2;0;0;1;1;0;0;3;11;0;1247
5107;1950;Master;Together;35860.0;0;2;19-05-14;37;15;0;8;4;2;20;2;1;1;2;5;1;0;0;0;0;0;3;11;0;1248
3979;1950;Basic;Divorced;90687.0;0;0;22-05-13;98;982;17;672;23;34;51;1;6;2;8;2;0;0;1;0;0;0;3;11;1;1249
6049;1980;Basic;Widow;73450.0;2;1;05-12-13;85;1142;51;415;90;69;37;1;7;8;11;3;1;0;0;1;0;0;3;11;0;1250
8147;1990;2nCycle;Married;31454.0;2;0;06-07-13;40;28;0;11;0;0;9;3;2;0;3;8;0;0;0;0;0;0;3;11;0;1251
1857;1980;Graduation;Together;47139.0;0;1;06-03-14;2;46;0;12;0;2;23;2;2;1;2;7;0;0;0;0;0;0;3;11;1;1252
3910;1990;Master;Divorced;83829.0;2;0;08-10-13;78;897;161;430;186;161;27;0;4;7;6;1;1;0;1;1;0;0;3;11;1;1253
5207;1950;Basic;Married;53378.0;2;2;24-09-12;41;489;6;152;8;6;132;10;9;4;6;8;0;0;0;0;0;0;3;11;1;1254
11114;1980;Master;Together;19656.0;2;2;08-02-13;94;25;4;9;6;8;32;3;2;1;3;7;0;0;0;0;0;0;3;11;0;1255
5429;1980;2nCycle;Together;45579.0;2;0;20-08-13;10;145;1;33;2;1;1;1;4;1;4;6;0;0;0;0;0;0;3;11;0;1256
9400;1980;2nCycle;Single;85485.0;0;0;21-06-14;73;630;26;611;44;18;54;1;6;6;6;2;0;0;0;0;0;0;3;11;0;1257
1740;1990;Basic;Together;55956.0;0;1;07-04-14;22;760;38;104;50;9;38;2;7;3;4;4;0;1;0;0;0;0;3;11;0;1258
7488;1950;2nCycle;Married;64191.0;0;0;22-01-13;30;420;15;186;151;38;15;3;5;3;13;3;0;0;0;0;0;0;3;11;0;1259
195;1970;Basic;Single;38808.0;2;1;26-08-12;21;125;17;52;3;19;30;4;5;1;4;8;1;0;0;0;0;0;3;11;1;1260
635;1990;Basic;Together;57183.0;0;0;19-03-13;51;464;5;64;7;0;70;8;9;1;7;8;0;0;0;0;0;0;3;11;0;1261
7527;1970;Master;Married;23748.0;1;1;21-11-12;97;6;6;29;12;15;8;3;2;1;3;8;0;0;0;0;0;0;3;11;0;1262
10319;1970;Graduation;Widow;66303.0;2;0;26-02-13;56;1090;12;96;16;12;60;4;3;4;11;8;0;1;0;0;0;0;3;11;0;1263
2296;1990;Basic;Single;37368.0;0;1;16-12-13;4;3;2;11;2;2;10;1;1;0;2;6;1;0;0;0;0;0;3;11;0;1264
10637;1970;Master;Widow;40800.0;1;2;01-01-13;77;24;0;27;8;30;10;2;3;0;3;7;0;0;0;0;0;1;3;11;0;1265
2931;1990;Graduation;Together;71847.0;0;0;21-09-12;95;737;21;106;55;63;210;0;6;7;9;3;0;0;0;1;0;0;3;11;0;1266
907;1970;2nCycle;Widow;46149.0;0;0;29-11-13;36;254;6;71;4;0;27;5;5;1;7;5;0;0;0;0;0;0;3;11;0;1267
3698;1950;PhD;Widow;78687.0;1;1;09-08-12;13;817;185;687;145;55;241;1;4;6;8;2;0;0;1;0;0;0;3;11;1;1268
9516;1940;Graduation;Divorced;49118.0;0;2;18-08-12;90;620;54;239;99;98;119;2;9;7;10;7;0;1;0;0;1;0;3;11;1;1269
679;1980;Graduation;Together;37633.0;2;0;20-09-12;49;13;4;20;0;0;1;2;1;0;3;9;0;0;0;0;0;0;3;11;0;1270
7384;1950;Master;Together;39767.0;2;0;21-07-13;18;113;61;204;34;26;47;2;7;1;7;8;0;0;0;0;0;0;3;11;0;1271
5043;1940;2nCycle;Married;26997.0;0;1;05-11-12;89;7;23;78;133;49;144;2;4;2;5;7;0;0;0;0;0;0;3;11;0;1272
5267;1990;Basic;Widow;33986.0;2;0;14-03-13;43;16;2;18;2;1;5;1;1;0;3;7;0;0;0;0;0;0;3;11;0;1273
339;1980;2nCycle;Divorced;57091.0;2;2;23-11-12;82;462;0;24;6;0;4;2;9;2;5;7;0;1;0;0;0;0;3;11;1;1274
2516;1950;Graduation;Together;46831.0;2;2;08-06-13;84;22;2;10;6;4;34;2;1;2;2;4;0;0;0;0;0;0;3;11;0;1275
9010;1970;Graduation;Divorced;83151.0;0;1;10-02-13;80;968;147;842;137;42;210;1;5;7;10;2;1;0;1;1;0;0;3;11;1;1276
378;1980;PhD;Widow;52531.0;0;0;30-12-12;68;283;112;151;51;72;125;2;7;2;10;6;0;0;0;0;0;0;3;11;0;1277
4808;1990;Graduation;Divorced;15759.0;0;0;05-09-13;12;1;2;5;6;0;3;1;1;0;2;7;0;0;0;0;0;0;3;11;0;1278
5068;1940;2nCycle;Single;22804.0;1;0;31-07-13;75;14;1;7;2;1;1;1;2;0;2;9;0;0;0;0;0;0;3;11;0;1279
7628;1970;Master;Single;43050.0;0;2;18-03-14;10;30;5;24;6;3;8;2;2;0;4;5;0;0;0;0;0;0;3;11;0;1280
7128;1970;Basic;Single;42997.0;0;0;07-12-13;91;4;0;5;0;1;5;1;1;0;2;7;0;0;0;0;0;0;3;11;0;1281
2811;1980;2nCycle;Single;48918.0;2;1;12-04-14;21;52;0;9;0;0;1;2;1;0;4;4;0;0;0;0;0;0;3;11;0;1282
3551;1980;Graduation;Widow;60033.0;1;1;29-03-14;28;62;1;57;19;11;48;2;2;1;5;2;0;0;0;0;0;0;3;11;0;1283
1663;1950;2nCycle;Divorced;34043.0;2;0;25-10-13;97;20;2;14;3;0;10;1;2;0;2;9;0;0;0;0;0;0;3;11;0;1284
5543;1940;Graduation;Together;57811.0;2;1;24-06-13;49;545;7;114;37;21;78;5;7;2;11;5;0;1;0;0;0;0;3;11;0;1285
1577;1980;2nCycle;Divorced;78569.0;0;2;19-02-14;14;558;79;622;207;175;95;1;4;6;4;1;0;0;1;0;0;0;3;11;1;1286
10641;1970;Graduation;Widow;7500.0;2;2;27-12-12;5;6;5;4;13;4;25;4;2;1;3;6;0;0;0;0;0;0;3;11;0;1287
5336;1960;PhD;Single;157733.0;2;2;04-06-13;37;39;1;9;2;0;8;0;1;0;1;1;0;0;0;0;0;0;3;11;0;1288
6024;1940;PhD;Widow;94384.0;0;0;04-03-13;62;1111;24;790;160;45;172;0;5;8;5;2;0;1;1;1;0;0;3;11;1;1289
1878;1940;Master;Single;23148.0;0;1;18-02-14;83;4;6;8;6;3;10;1;2;0;3;7;0;0;0;0;0;0;3;11;0;1290
3099;1980;Master;Married;44267.0;2;0;25-02-13;48;183;5;65;3;5;49;5;5;2;4;9;0;0;0;0;0;0;3;11;0;1291
6055;1940;2nCycle;Married;71626.0;1;0;01-11-12;94;546;72;376;94;145;72;1;5;5;8;3;0;1;0;0;0;0;3;11;0;1292
5841;1980;Basic;Single;60894.0;0;0;28-06-13;61;606;7;155;10;0;54;5;10;3;8;7;0;0;0;0;0;0;3;11;0;1293
3972;1990;Graduation;Divorced;50200.0;2;1;03-04-13;70;266;6;51;8;6;64;6;7;1;5;8;0;0;0;0;0;0;3;11;0;1294
4394;1980;Basic;Together;81051.0;0;2;23-05-14;43;1142;29;249;38;29;14;1;5;5;12;2;0;1;1;0;0;0;3;11;0;1295
5758;1990;Graduation;Together;65169.0;1;1;14-01-14;23;1074;0;69;0;0;46;1;10;4;13;6;1;0;1;1;1;0;3;11;1;1296
6658;1950;Basic;Single;59868.0;1;0;22-07-13;37;771;51;154;54;10;154;7;11;2;12;6;0;0;0;0;0;0;3;11;0;1297
